date,ticker,ma20,ma50,ma200,ma_full_alignment,ma_partial_alignment,slope_ma20,golden_cross,price_vs_ma200,rsi14,macd,macd_signal,macd_histogram,roc5,roc20,high_52w,pct_from_52w_high,atr14,atr_breakout,vol_ratio_20d,vol_spike,obv_trend,atr_pct,bb_width,hist_vol_20d,supertrend_bullish,stoch_rsi_k,stoch_rsi_d,adx,adx_pos,adx_neg,squeeze_on,vwap_20d,price_vs_vwap,close,volume,trend_score,momentum_score,breakout_score,volume_score,penalty_score,news_score,foreign_score,total_score,enhanced_total_score,signal,entry_low,entry_high,tp_low,tp_high,cutloss,trade_setup_status
2026-05-19,MEDS.JK,92.5,74.74,71.17,True,True,9.349999999999994,False,40.508641281438805,54.60795451923464,10.816601296956279,10.018858220901718,0.7977430760545605,-15.254237288135597,29.87012987012987,157.0,-36.30573248407643,12.12851650302478,False,0.8161559167769077,False,True,12.12851650302478,81.93995556796848,169.3414448188757,False,9.882813527989544,15.08717122008042,52.93386984761408,47.273629681779404,14.640145496625765,False,118.51964331229652,-15.625800748908508,100.0,206585100,10.0,9.0,0.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,95,99,104,108,92,active
2026-05-19,RGAS.JK,93.45,91.7,99.91,False,True,1.2999999999999972,False,-0.9108197377639842,57.911586036360504,1.8779761157153274,1.3335254681250932,0.5444506475902342,0.0,7.608695652173902,153.0,-35.294117647058826,5.046987392699118,False,1.1883741091576678,False,True,5.097967063332442,17.093342355693846,57.22781131915101,True,60.93662387760303,63.938440691397844,33.513713972199604,30.371001449176248,11.200648556655029,False,95.68897154545829,3.460198600806119,99.0,11185500,10.0,9.0,0.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,94,98,103,107,91,active
2026-05-19,LABS.JK,162.8,158.04,144.95,True,True,4.75,False,17.97171438427045,52.60709424371542,7.117833030235971,5.118392003128542,1.9994410271074292,-7.065217391304346,8.917197452229297,260.0,-34.23076923076923,14.760001539060287,False,0.6891787896206598,False,True,8.631579847403676,44.96113098160143,136.71750081029893,False,43.129252474495225,43.829375819417784,43.724123540847636,54.34908394577786,10.627757360371413,False,195.1922791234653,-12.394075847724965,171.0,11324100,10.0,9.0,0.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,163,169,179,186,157,active
2026-05-19,FORE.JK,950.75,755.22,591.01,True,True,14.0,False,70.89389350434003,63.211372208724235,60.602265630428064,67.86358077575349,-7.261315145325426,-1.4634146341463428,9.782608695652172,1135.0,-11.013215859030836,80.52453119881974,False,0.6797733346832577,False,True,7.972725861269282,16.937265622503297,76.74258731009085,True,38.099598144736674,28.434130786848904,54.004825346278004,29.003374773868167,11.050576477032518,False,978.5249333983088,3.21658299419942,1010.0,22291100,10.0,7.0,2.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,960,1000,1055,1090,925,active
2026-05-19,CGAS.JK,174.35,169.44,160.15,True,True,2.549999999999983,False,8.648142366531374,50.2840677796422,2.6384386564873807,2.5608818946569527,0.07755676183042803,-2.7932960893854775,2.35294117647058,236.0,-26.27118644067797,8.735093032393719,False,0.9127131137566173,False,True,5.020168409421678,11.636887426819758,49.342231690600855,False,26.777941167712342,42.548924153356786,20.366932939645682,24.893776903319335,16.305927699114516,False,181.50497974557697,-4.134861619828291,174.0,10162700,10.0,9.0,0.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,169,172,180,185,165,active
2026-05-19,KETR.JK,557.15,483.3,597.115,False,True,29.850000000000023,False,-2.028922401882386,56.96907348254915,28.373502780538956,24.01201281455998,4.361489965978976,0.0,14.705882352941169,1595.0,-63.322884012539184,55.835877345563,False,0.7207335679035403,False,True,9.544594418044957,31.270592937247006,92.61370424484558,True,61.46435909421578,65.60047717547373,33.98885542602111,27.432712068315418,17.612734414501396,False,579.5142976398387,0.9466034543932211,585.0,48317200,10.0,9.0,0.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,555,580,615,635,535,active
2026-05-19,BKDP.JK,85.35,67.16,51.165,True,True,11.149999999999991,False,105.21841102316036,74.8128548655947,11.90942602963247,9.841454168411387,2.067971861221084,1.9417475728155331,64.0625,119.0,-11.76470588235294,4.926057682542266,False,1.6668584892893414,False,True,4.6914835071831105,70.56812291788479,79.41560893382152,True,78.93532696833061,92.97844232277687,48.89515286159019,57.07497138060506,6.117598489540618,False,89.32075735787315,17.553862177081967,105.0,6589600,10.0,5.0,2.0,8.0,0.0,5.0,5.0,5.45,5.45,WATCH,100,104,110,113,96,active
2026-05-19,MPMX.JK,1002.0,998.1,975.175,True,True,2.25,False,2.0329684415617755,45.56589369155433,2.8300194057902672,3.164724569939811,-0.33470516414954377,-1.9704433497536922,-0.5000000000000004,1035.0,-3.864734299516908,12.981934725622493,False,1.6090540083058762,False,False,1.3047170578515068,3.592814371263816,11.644357462189202,False,41.04040971827905,56.68753359213946,16.661356411564807,14.352663271584198,24.700727061310165,False,1001.2805367200393,-0.6272504547639456,995.0,4800500,10.0,5.0,5.0,3.0,0.0,5.0,5.0,5.45,5.45,WATCH,945,985,995,1005,935,active
2026-05-19,AKRA.JK,1473.6170043945312,1372.0333569335937,1241.3573315429687,True,True,6.746789550781159,False,12.779774560145654,44.11276807923365,18.25952848080715,33.81584871604296,-15.556320235235809,-6.040268456375841,-2.602186474248913,1555.0,-9.967845659163988,55.29142398659967,False,1.084574503217111,False,True,3.949387427614262,10.332736475728018,36.58007849842711,True,2.916240093266903,1.9441600621779238,21.063056962096063,13.832445063569828,24.918577990719136,False,1473.3355856761464,-4.97752083022491,1400.0,15353600,10.0,6.0,2.0,5.0,0.0,5.0,5.0,5.25,5.25,WATCH,1370,1385,1435,1470,1340,active
2026-05-19,KAEF.JK,547.35,502.64,532.01,False,True,25.600000000000023,False,3.3815153850491555,50.598922752201595,31.020059475678863,27.523096834365177,3.4969626413136865,-9.836065573770492,8.910891089108919,785.0,-29.936305732484076,51.99618151326592,False,0.8430747081186871,False,True,9.453851184230167,48.149428579701585,126.86847327775106,False,35.17170625060167,40.78836385021745,46.684971468573146,41.711695900356474,14.583680225513223,False,647.5304958795432,-15.06191546192232,550.0,9369300,9.0,9.0,0.0,5.0,0.0,5.0,5.0,5.25,5.25,WATCH,545,545,590,620,520,active
2026-05-19,MDIA.JK,127.9,87.68,59.285,True,True,8.050000000000011,False,110.84591380619044,56.96464577952431,8.783665223560803,12.073016823888203,-3.2893516003274,12.612612612612617,4.166666666666674,165.0,-24.242424242424242,16.76476670121182,False,0.9664423123734945,False,True,13.411813360969454,34.10060705936436,134.48744721402235,True,20.477410111829716,12.931880657085108,33.68977786651156,34.12062975344895,14.667702431627852,False,133.40623822710876,-6.301233239781566,125.0,722682700,10.0,8.0,0.0,5.0,0.0,5.0,5.0,5.25,5.25,WATCH,119,124,131,135,115,active
2026-05-19,GPSO.JK,403.2,358.48,552.055,False,True,36.0,False,-11.603010569599036,77.72758403455364,37.25079418725562,26.419868363449268,10.830925823806353,2.092050209205021,36.31284916201116,1395.0,-65.01792114695341,26.69285266014564,False,4.218031252111303,True,True,5.469846856587221,61.16906137120961,75.74183964961267,True,100.0,100.0,53.4094998289048,41.483614066942586,5.657885191963685,False,441.98997791912115,10.409743292708356,488.0,65553900,10.0,5.0,0.0,10.0,0.0,5.0,5.0,5.25,5.25,WATCH,464,484,510,528,448,active
2026-05-19,CCSI.JK,268.9,255.88,321.9,False,True,2.2999999999999545,False,-15.501708605156875,52.130713128814484,2.2220414137892135,1.6265706051011046,0.5954708086881089,-9.333333333333337,3.0303030303030276,450.0,-39.55555555555556,26.728703564431743,False,1.7615649301993992,False,False,9.826729251629319,21.06802515794085,101.53872938744144,True,56.23879902408648,61.02520734346372,26.510433263715225,39.251627451251245,15.80610711350579,False,292.0146269662867,-6.853980971507088,272.0,2421500,10.0,9.0,0.0,3.0,0.0,5.0,5.0,5.2,5.2,WATCH,268,270,294,310,254,active
2026-05-19,ASII.JK,5877.086206054688,5863.947470703125,5817.720532226563,True,True,-33.3466796875,False,2.2737336219691393,52.36423987326526,-13.725056566446256,-27.035407470525897,13.310350904079641,1.7094017094017033,-1.5679927313339115,7115.708052351668,-16.382179310552424,177.64794475497766,False,1.1558260985330373,False,False,2.9856797437811373,9.940365994075975,38.455149041355675,True,66.15384581258296,46.61106695434995,16.99271617365876,29.278482116153835,13.212233894608962,False,5910.6515805612635,0.6657205031023007,5950.0,34901400,10.0,10.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,WATCH,5875,5900,6050,6150,5775,active
2026-05-19,SRSN.JK,69.15,63.84,63.39,True,True,1.6000000000000085,False,8.849976336961666,53.12558048307844,1.6475708897568921,1.7971811284341042,-0.14961023867721202,4.545454545454541,7.8125,83.0,-16.867469879518072,4.289910926293414,False,1.1493596705015017,False,True,6.217262212019441,11.017207204475195,46.763742564240744,True,62.85468255861309,74.49004915082753,24.28527217714544,25.58354527538048,22.5572564632507,True,70.29065857687687,-1.8361736865294445,69.0,180699000,10.0,7.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,WATCH,66,68,72,75,63,active
2026-05-19,DPUM.JK,150.65,141.26,130.655,True,True,14.650000000000006,False,53.0748918908576,68.3850641586757,16.943519085784374,9.090285800066411,7.8532332857179625,2.564102564102555,55.038759689922486,298.0,-32.88590604026846,20.398953359422396,False,0.7439135585446969,False,False,10.199476679711198,94.50014062899648,161.1230018191624,True,90.17092957427168,88.58827865266514,36.26066992059444,39.497301872582064,7.103059638199018,False,170.74800495657658,17.13167603385034,200.0,31354000,10.0,10.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,WATCH,190,198,208,216,184,active
2026-05-19,OASA.JK,388.4,336.12,292.59,True,True,12.599999999999966,False,34.659421032844605,53.32782248462173,18.230004173862994,19.490459167990824,-1.26045499412783,4.232804232804233,14.534883720930235,590.0,-33.220338983050844,35.57627515889238,False,1.0365917289194213,False,True,9.029511461647811,30.317971136415313,103.3626495334486,True,31.80536896113697,38.932460083153245,22.981899250275347,22.94881745598355,21.586590234908286,False,397.1170491550962,-0.7849194996105082,394.0,99631900,10.0,7.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,WATCH,388,390,422,444,370,active
2026-05-19,KOTA.JK,138.45,91.82,53.47,True,True,16.299999999999983,False,154.34823265382457,58.47775735847059,13.047250941231695,16.786612124601053,-3.7393611833693576,-2.1582733812949617,61.904761904761905,174.0,-21.839080459770116,15.171878043851923,False,0.668582739664612,False,True,11.155792679302884,34.98681133356319,158.3838941700848,True,3.0199306624677376,1.3168643541833613,41.133572271921665,32.304090847642705,19.047591686539217,False,137.11615910475896,-0.8140244826331522,136.0,1101567900,10.0,7.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,WATCH,129,135,142,147,125,active
2026-05-19,PACK.JK,273.5,222.94,1626.565,False,True,16.100000000000023,False,-77.25267665294655,74.46885251447104,25.552568917453698,13.776434423074766,11.776134494378931,30.281690140845075,31.20567375886525,4970.0,-92.5553319919517,27.937637388989998,False,4.638096611159213,True,True,7.550712807835135,59.80895962195294,102.76635802994343,True,100.0,100.0,24.828303630569856,37.54618838774465,10.930440925475878,False,288.16481967393565,28.398740838198954,370.0,1439636200,9.0,5.0,0.0,10.0,0.0,5.0,5.0,5.0,5.0,WATCH,352,366,386,400,340,active
2026-05-19,ADRO.JK,2462.9349975585938,2400.016806640625,1891.2215783691406,True,True,18.61212158203125,False,23.200793955049505,40.17854826919782,22.91415971537117,39.0197698148376,-16.105610099466432,-10.384615384615381,-3.3514886182536285,2600.0,-10.384615384615385,78.34992044130948,False,3.4116011635563894,True,False,3.3626575296699346,10.816074249040517,36.44497380466859,True,9.483864503707395,18.96772900741478,28.03244846395547,19.193025130985024,31.717470110280082,False,2447.236106452067,-4.790551518219976,2330.0,245652700,10.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,5.0,WATCH,2210,2310,2380,2420,2170,active
